precinct_code,location,voting_center,scope,contest_name,candidate_name,votes,percentage
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,96 EDUAKSYON,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,97 ANG TINIG NG SENIORS,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,98 BG PARTY-LIST,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,99 PINOY AKO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,100 H.E.L.P. PILIPINAS,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,101 HEALTH WORKERS,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,102 PEOPLE'S CHAMP,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,103 AA-KASOSYO PARTY,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,104 SOLID NORTH PARTY,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,105 ABAMIN,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,106 TRABAHO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,107 ANGKASANGGA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,108 TODA AKSYON,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,109 TURISMO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,110 ABONO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,111 ASAP NA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,112 LINGAP,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,113 UNITED FRONTLINERS,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,114 KASAMBAHAY,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,115 TUTOK TO WIN,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,116 AKO OFW,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,117 AGAP,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,118 1TAHANAN,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,119 COOP-NATCCO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,120 KABAYAN,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,121 1MUNTI,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,122 PINOY WORKERS,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,123 API PARTY,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,124 AKO BISAYA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,125 KAMALAYAN,1,0.13
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,126 AKO TANOD,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,127 PROBINSYANO AKO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,128 KABABAIHAN,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,129 RAM,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,130 ALONA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,131 AKO BICOL,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,132 GP (GALING SA PUSO),0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,133 KAUNLAD PINOY,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,134 ABP,112,14.85
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,135 CWS,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,136 LPGMA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,137 A TEACHER,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,138 SWERTE,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,139 GABAY,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,140 MALASAKIT@BAYANIHAN,2,0.27
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,141 AKAY NI SOL,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,142 LUNAS,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,143 DIWA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,144 PINUNO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,145 PAMILYA MUNA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,146 BAGONG PILIPINAS,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,147 HUGPONG FEDERAL,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,148 TUPAD,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,149 LAANG KAWAL,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,150 PAMILYA KO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,151 BBM,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,152 HEAL PH,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,153 ABANG LINGKOD,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,154 MAGSASAKA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,155 MAHARLIKA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,national,PARTY LIST of PHILIPPINES,156 USWAG ILONGGO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, HOUSE OF REPRESENTATIVES of MAGUINDANAO DEL NORTE - LONE LEGDIST","1. GASCON, SITTIE MARIEFA (IND)",2,0.24
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, HOUSE OF REPRESENTATIVES of MAGUINDANAO DEL NORTE - LONE LEGDIST","2. MASTURA, DIMPLE  (LAKAS)",612,72.77
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, HOUSE OF REPRESENTATIVES of MAGUINDANAO DEL NORTE - LONE LEGDIST","3. SEMA, BAI SANDRA (UBJP)",227,26.99
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,PROVINCIAL GOVERNOR of MAGUINDANAO DEL NORTE,"1. MANGUDADATU, TENG (ITIHAD)",349,41.65
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,PROVINCIAL GOVERNOR of MAGUINDANAO DEL NORTE,"2. MASTURA, DATU TUCAO (PFP)",489,58.35
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,PROVINCIAL VICE-GOVERNOR of MAGUINDANAO DEL NORTE,"1. SINSUAT, BAI AINEE (PFP)",351,41.94
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,PROVINCIAL VICE-GOVERNOR of MAGUINDANAO DEL NORTE,"2. SINSUAT, MARSHALL (UBJP)",486,58.06
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","1. AMPATUAN, SORAIDA (ITIHAD)",168,6.09
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","2. BIRUAR, MASHUR (PFP)",17,0.62
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","3. DAGALANGIT, BOCARI (PFP)",440,15.96
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","4. ESMAEL, DODONG (PDPLBN)",3,0.11
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","5. GUMANDER, YACOB (IND)",26,0.94
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","6. IBAY, SOWAIB (LAKAS)",594,21.55
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","7. IMAM, DATU NASHEDDEN (IND)",220,7.98
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","8. LIDASAN, ARMANDO (ITIHAD)",232,8.41
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","9. MACACUA, JAMEL (PFP)",3,0.11
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","10. MANALAO, ABDUL MOAMAR (PFP)",280,10.16
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","11. PANGA, DARWIN (PFP)",16,0.58
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","12. SIGAYAN, ZENAIDA (IND)",0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","13. TOMAWIS, ALEXA ASHLEY (UBJP)",483,17.52
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","14. TOMAWIS, MICHAEL (ITIHAD)",273,9.9
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG PANLALAWIGAN of MAGUINDANAO DEL NORTE - FIRST PROVDIST","15. TUMBAS, JULHANI JR. (IND)",2,0.07
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,MAYOR of MAGUINDANAO DEL NORTE - BARIRA,"1. TOMAWIS, ABDUL RAUF (UBJP)",478,58.87
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,MAYOR of MAGUINDANAO DEL NORTE - BARIRA,"2. TOMAWIS, ABDULRADZAK (LAKAS)",0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,MAYOR of MAGUINDANAO DEL NORTE - BARIRA,"3. TOMAWIS, PAUL JOHN (ITIHAD)",334,41.13
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,VICE-MAYOR of MAGUINDANAO DEL NORTE - BARIRA,"1. DAGALANGIT, BAHRAIN (UBJP)",479,58.77
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,VICE-MAYOR of MAGUINDANAO DEL NORTE - BARIRA,"2. TOMAWIS, MORIDOM (ITIHAD)",336,41.23
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","1. ABDULSALAM, RUSTOM (LAKAS)",234,3.78
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","2. ALO, BISITY (ITIHAD)",40,0.65
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","3. AMATONDING, MAHADI (UBJP)",532,8.6
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","4. BASAGAN, ESMAEL (IND)",37,0.6
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","5. BRIE, RASID (UBJP)",22,0.36
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","6. CABUNTO, SAMRA (PDSP)",0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","7. DAGALANGIT, SAID-ALI (IND)",27,0.44
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","8. DAGALANGIT, TAHIR (LAKAS)",26,0.42
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","9. DALAO, BASMAN (IND)",4,0.06
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","10. DARABA, TALHA (IND)",391,6.32
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","11. DIMARAW, EDRIS (PDSP)",228,3.68
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","12. DIMASANGKAY, KHALID (UBJP)",82,1.33
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","13. HADJIRACMAN, RAJIB (UBJP)",78,1.26
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","14. MACARAMBON, ROMIA (IND)",134,2.17
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","15. MACARIMBANG, REZA (LAKAS)",570,9.21
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","16. MACASI, RACMAN (IND)",383,6.19
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","17. MACAUYAG, JAMEL (UBJP)",752,12.15
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","18. MAGUNDACAN, WAHAB (IND)",154,2.49
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","19. MALAMBUT, IBRAHIM (LAKAS)",19,0.31
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","20. MALAMBUT, MACKO (UBJP)",294,4.75
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","21. MAMA, BOTING (LAKAS)",532,8.6
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","22. MAMAILAN, JOEL (IND)",258,4.17
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","23. MANGUTARA, MANGKO (IND)",8,0.13
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","24. MARINDIG, HASMIN (PDSP)",284,4.59
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","25. MOKAMAD, USMAN (LAKAS)",0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","26. PACALNA, KALIL (IND)",17,0.27
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","27. RONIE, ALEM (LAKAS)",138,2.23
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","28. SIMBAN, TAIB (IND)",29,0.47
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","29. SULAY, PACOTE (ITIHAD)",250,4.04
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","30. TAGO, ALI (ITIHAD)",93,1.5
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","31. TOMAWIS, BOCARI (UBJP)",527,8.52
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,"MEMBER, SANGGUNIANG BAYAN of MAGUINDANAO DEL NORTE - BARIRA - LONE DIST","32. TOMAWIS, MAROHOM (ITIHAD)",45,0.73
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM PARTY REPRESENTATIVES,1. BAPA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM PARTY REPRESENTATIVES,2. BGC,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM PARTY REPRESENTATIVES,3. MAHARDIKA,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM PARTY REPRESENTATIVES,4. MORO AKO,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM PARTY REPRESENTATIVES,5. PRO BANGSAMORO PARTY,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM PARTY REPRESENTATIVES,6. RAAYAT DEMOCRATIC PARTY,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM PARTY REPRESENTATIVES,7. UBJP,0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM MEMBERS OF THE PARLIAMENT of BARMM - MAGUINDANAO DEL NORTE - FIRST REGDIST,"1. BALITOK, JIMMY (UBJP)",0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM MEMBERS OF THE PARLIAMENT of BARMM - MAGUINDANAO DEL NORTE - FIRST REGDIST,"2. TOMAWIS, GAZZALI JAFAR M.(BGC)",0,0.0
87010013,"BARMM, MAGUINDANAO DEL NORTE, BARIRA, GADUNG",BRGY. GADUNG,local,BARMM MEMBERS OF THE PARLIAMENT of BARMM - MAGUINDANAO DEL NORTE - FIRST REGDIST,"3. TOMAWIS, PRINCE KHALID (IND)",0,0.0
