Contractor Name,Status,Companies Found,File Path
"CPR_CONSTRUCTION_AND_SUPPLY,_INC._(FORMERLY:_CPR_CONSTRUCTION_AND_SUPPLY)","no_results",0,"sec_results/CPR_CONSTRUCTION_AND_SUPPLY,_INC._(FORMERLY:_CPR_CONSTRUCTION_AND_SUPPLY).txt"
"HGG_BUILDERS_SUPPLY","no_results",0,"sec_results/HGG_BUILDERS_SUPPLY.txt"
"MINDALIFI_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/MINDALIFI_CONSTRUCTION_AND_SUPPLY.txt"
"ABADA_CONSTRUCTION","no_results",0,"sec_results/ABADA_CONSTRUCTION.txt"
"DIADEMA_CONSTRUCTION","success",1,"sec_results/DIADEMA_CONSTRUCTION.txt"
"VIRGIN_BUILDERS_CONSTRUCTION","no_results",0,"sec_results/VIRGIN_BUILDERS_CONSTRUCTION.txt"
"MDP_CONSTRUCTION_SERVICES","no_results",0,"sec_results/MDP_CONSTRUCTION_SERVICES.txt"
"NB_AVILA_CONSTRUCTION_CAVITE","no_results",0,"sec_results/NB_AVILA_CONSTRUCTION_CAVITE.txt"
"R.E._ORLINA_CONSTRUCTION_CORP","no_results",0,"sec_results/R.E._ORLINA_CONSTRUCTION_CORP.txt"
"TRIPLE_M_CONSTRUCTION","no_results",0,"sec_results/TRIPLE_M_CONSTRUCTION.txt"
"FORTUNE_RDC_ENTERPRISES","no_results",0,"sec_results/FORTUNE_RDC_ENTERPRISES.txt"
"VICTORIANO_C_LIM_CONSTRUCTION","success",1,"sec_results/VICTORIANO_C_LIM_CONSTRUCTION.txt"
"THREE_IN_ONE_CONSTRUCTION_TRADING","no_results",0,"sec_results/THREE_IN_ONE_CONSTRUCTION_TRADING.txt"
"NENIKO_CONSTRUCTION_AND_SUPPLIES","no_results",0,"sec_results/NENIKO_CONSTRUCTION_AND_SUPPLIES.txt"
"IA_FERRER_CONSTRUCTION","success",1,"sec_results/IA_FERRER_CONSTRUCTION.txt"
"BUILDZONE_CONSTRUCTION","success",1,"sec_results/BUILDZONE_CONSTRUCTION.txt"
"WTG_CONSTRUCTION_AND_DEVELOPMENT_CORPORATION","success",1,"sec_results/WTG_CONSTRUCTION_AND_DEVELOPMENT_CORPORATION.txt"
"GLEYMARK_CONSTRUCTION","no_results",0,"sec_results/GLEYMARK_CONSTRUCTION.txt"
"L_L_MARRON_CONSTRUCTION","no_results",0,"sec_results/L_L_MARRON_CONSTRUCTION.txt"
"JCL86_BUILDERS_INC","no_results",0,"sec_results/JCL86_BUILDERS_INC.txt"
"MRRM_TRADING_&_CONSTRUCTION","no_results",0,"sec_results/MRRM_TRADING_&_CONSTRUCTION.txt"
"PABLO_S_LABASBAS_CONSTRUCTION","success",1,"sec_results/PABLO_S_LABASBAS_CONSTRUCTION.txt"
"AS_MACHA_CONSTRUCTION_AND_TRADING","no_results",0,"sec_results/AS_MACHA_CONSTRUCTION_AND_TRADING.txt"
"RHR_CONSTRUCTION","no_results",0,"sec_results/RHR_CONSTRUCTION.txt"
"JAMPAT_BUILDERS","success",1,"sec_results/JAMPAT_BUILDERS.txt"
"DAVAO_UNITED_BUILDERS_COOPERATIVE","no_results",0,"sec_results/DAVAO_UNITED_BUILDERS_COOPERATIVE.txt"
"VCD_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/VCD_CONSTRUCTION_AND_SUPPLY.txt"
"ZONIUQ_ENTERPRISES","no_results",0,"sec_results/ZONIUQ_ENTERPRISES.txt"
"NB_AVILA_CONSTRUCTION","success",3,"sec_results/NB_AVILA_CONSTRUCTION.txt"
"TSQUARE_CONSTRUCTION_CORPORATION_(FORMERLY:T-SQUARE_BUILDERS)","no_results",0,"sec_results/TSQUARE_CONSTRUCTION_CORPORATION_(FORMERLY:T-SQUARE_BUILDERS).txt"
"ALE_BUILDERS_CONSTRUCTION_AND_DEVELOPMENT_CORP.","no_results",0,"sec_results/ALE_BUILDERS_CONSTRUCTION_AND_DEVELOPMENT_CORP..txt"
"A3_CONSTRUCTION_&_SUPPLY","no_results",0,"sec_results/A3_CONSTRUCTION_&_SUPPLY.txt"
"GINTONG_TUBIG_ENGINEERING_VENTURE","no_results",0,"sec_results/GINTONG_TUBIG_ENGINEERING_VENTURE.txt"
"5S_DEVELOPMENT_CORPORATION","success",10,"sec_results/5S_DEVELOPMENT_CORPORATION.txt"
"EDWIN_ERWIN_SISON_CONSTRUCTION","no_results",0,"sec_results/EDWIN_ERWIN_SISON_CONSTRUCTION.txt"
"A._M._ORETA_&_CO.,_INC","success",2,"sec_results/A._M._ORETA_&_CO.,_INC.txt"
"SAGITTARIUS_CONSTRUCTION","success",1,"sec_results/SAGITTARIUS_CONSTRUCTION.txt"
"MACKRYSTAL_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/MACKRYSTAL_CONSTRUCTION_SUPPLY.txt"
"BPDG_CONSTRUCTION_CORPORATION_(FORMERLY:_BPDG_CONSTRUCTION_&_TRADING)","no_results",0,"sec_results/BPDG_CONSTRUCTION_CORPORATION_(FORMERLY:_BPDG_CONSTRUCTION_&_TRADING).txt"
"PELCOM_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/PELCOM_CONSTRUCTION_SUPPLY.txt"
"AUDRIC_CONSTRUCTION_&_SUPPLY","no_results",0,"sec_results/AUDRIC_CONSTRUCTION_&_SUPPLY.txt"
"R.S._MESA_CONSTRUCTION_CORPORATION","success",1,"sec_results/R.S._MESA_CONSTRUCTION_CORPORATION.txt"
"HHH_DEVELOPER_AND_REAL_ESTATE_INC.","no_results",0,"sec_results/HHH_DEVELOPER_AND_REAL_ESTATE_INC..txt"
"RAG_CORONA_CONSTRUCTION_AND_AGGREGATES_SUPPLY","no_results",0,"sec_results/RAG_CORONA_CONSTRUCTION_AND_AGGREGATES_SUPPLY.txt"
"TM_ABAD_CONSTRUCTION","success",1,"sec_results/TM_ABAD_CONSTRUCTION.txt"
"GFJ_CONSTRUCTION_SUPPLY_&_MERCHANDISE","no_results",0,"sec_results/GFJ_CONSTRUCTION_SUPPLY_&_MERCHANDISE.txt"
"R.C._MELGAZO_BUILDERS","no_results",0,"sec_results/R.C._MELGAZO_BUILDERS.txt"
"DANSBURG_MACRO-BUILDERS_INC","success",1,"sec_results/DANSBURG_MACRO-BUILDERS_INC.txt"
"JAMJLE_PROPERTIES","success",1,"sec_results/JAMJLE_PROPERTIES.txt"
"LONG_ISLAND_BUILDERS_&_CONSTRUCTION","no_results",0,"sec_results/LONG_ISLAND_BUILDERS_&_CONSTRUCTION.txt"
"CHRISHUA_CONSTRUCTION_SERVICES","no_results",0,"sec_results/CHRISHUA_CONSTRUCTION_SERVICES.txt"
"IJK_MAE_CONSTRUCTION_INC.","success",1,"sec_results/IJK_MAE_CONSTRUCTION_INC..txt"
"R.F._FLORES_CONSTRUCTION","success",5,"sec_results/R.F._FLORES_CONSTRUCTION.txt"
"ARM-ASIA_CONSTRUCTION","no_results",0,"sec_results/ARM-ASIA_CONSTRUCTION.txt"
"ANIMAS_BROS_CONSTRUCTION_CORPORATION_(FORMERLY:_ANIMAS_BROS_CONSTRUCTION)","no_results",0,"sec_results/ANIMAS_BROS_CONSTRUCTION_CORPORATION_(FORMERLY:_ANIMAS_BROS_CONSTRUCTION).txt"
"ETTS_CORNERSTONE_CONSTRUCTION_SERVICES","no_results",0,"sec_results/ETTS_CORNERSTONE_CONSTRUCTION_SERVICES.txt"
"CHU_CONSTRUCTION","success",1,"sec_results/CHU_CONSTRUCTION.txt"
"EC_BUILDERS","success",10,"sec_results/EC_BUILDERS.txt"
"REMOTE_CONSTRUCTION","no_results",0,"sec_results/REMOTE_CONSTRUCTION.txt"
"RAYMAN_BUILDERS_INC.,","no_results",0,"sec_results/RAYMAN_BUILDERS_INC.,.txt"
"FTRF_CONSTRUCTION","no_results",0,"sec_results/FTRF_CONSTRUCTION.txt"
"NEW_MINDORENOS_LUMBER,_HARDWARE_AND_GEN_MERCHANDISE","no_results",0,"sec_results/NEW_MINDORENOS_LUMBER,_HARDWARE_AND_GEN_MERCHANDISE.txt"
"FULL_BLAST_TRADING_&_CONSTRUCTION","no_results",0,"sec_results/FULL_BLAST_TRADING_&_CONSTRUCTION.txt"
"BADOC_BUILDER_SUPPLY_ST_GERRARD_CONSTRUCTION_GEN_CONTRACTOR_DEVELOPMENT_CORP_FORMERLY_ST_GERRARD_CONSTRUCTION","no_results",0,"sec_results/BADOC_BUILDER_SUPPLY_ST_GERRARD_CONSTRUCTION_GEN_CONTRACTOR_DEVELOPMENT_CORP_FORMERLY_ST_GERRARD_CONSTRUCTION.txt"
"ORMOC_MACMERCURY_HARDWARE_&AMP;_ALLIED_SERVICES,_INC","no_results",0,"sec_results/ORMOC_MACMERCURY_HARDWARE_&AMP;_ALLIED_SERVICES,_INC.txt"
"JBERNARDO_CONSTRUCTION","no_results",0,"sec_results/JBERNARDO_CONSTRUCTION.txt"
"L_BROS_CONSTRUCTION_AND_SUPPLY_INC_FORMERLY_L_BROS_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/L_BROS_CONSTRUCTION_AND_SUPPLY_INC_FORMERLY_L_BROS_CONSTRUCTION_SUPPLY.txt"
"ALEXA_TRADING_AND_CONSTRUCTION","no_results",0,"sec_results/ALEXA_TRADING_AND_CONSTRUCTION.txt"
"GOLDEN_CONSTRUCTION","success",7,"sec_results/GOLDEN_CONSTRUCTION.txt"
"G.L._LUMBAN_CONSTRUCTION","no_results",0,"sec_results/G.L._LUMBAN_CONSTRUCTION.txt"
"JCAL_M_ENTERPRISES","no_results",0,"sec_results/JCAL_M_ENTERPRISES.txt"
"TRI-LINE_BUILDERS","no_results",0,"sec_results/TRI-LINE_BUILDERS.txt"
"FL_REYES_DESIGN_&_CONSTRUCTION","no_results",0,"sec_results/FL_REYES_DESIGN_&_CONSTRUCTION.txt"
"SOUTHCAST_CONSTRUCTION","no_results",0,"sec_results/SOUTHCAST_CONSTRUCTION.txt"
"DATREBIL_CONSTRUCTION_&_SUPPLY","no_results",0,"sec_results/DATREBIL_CONSTRUCTION_&_SUPPLY.txt"
"KENBE_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/KENBE_CONSTRUCTION_SUPPLY.txt"
"FRANZCOR_TRADING","no_results",0,"sec_results/FRANZCOR_TRADING.txt"
"JHARKHA_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/JHARKHA_CONSTRUCTION_AND_SUPPLY.txt"
"MEGAGOLD_CONSTRUCTION_AND_DEVELOPMENT,_OPC","success",1,"sec_results/MEGAGOLD_CONSTRUCTION_AND_DEVELOPMENT,_OPC.txt"
"AMORICH_CONSTRUCTION_SERVICES_&_SUPPLY","no_results",0,"sec_results/AMORICH_CONSTRUCTION_SERVICES_&_SUPPLY.txt"
"POKLES_CONSTRUCTION","no_results",0,"sec_results/POKLES_CONSTRUCTION.txt"
"J.C._TAMAYO_ENTERPRISES","no_results",0,"sec_results/J.C._TAMAYO_ENTERPRISES.txt"
"C_B_GARAY_PHILWIDE_BUILDERS","success",2,"sec_results/C_B_GARAY_PHILWIDE_BUILDERS.txt"
"M.E._SICAT","no_results",0,"sec_results/M.E._SICAT.txt"
"G8F_HARDWARE_&AMP;_STICK_RETAILING","no_results",0,"sec_results/G8F_HARDWARE_&AMP;_STICK_RETAILING.txt"
"BIGA_CONSTRUCTION","success",1,"sec_results/BIGA_CONSTRUCTION.txt"
"CMSEL_CONSTRUCTION_&_DEVELOPER","no_results",0,"sec_results/CMSEL_CONSTRUCTION_&_DEVELOPER.txt"
"JASMIN_CONSTRUCTION","success",1,"sec_results/JASMIN_CONSTRUCTION.txt"
"LUG_KONSTRACT","success",1,"sec_results/LUG_KONSTRACT.txt"
"RA_PAHATI_CONST__SUPPLY_INC","no_results",0,"sec_results/RA_PAHATI_CONST__SUPPLY_INC.txt"
"4M_GENERAL_MERCHANDISE","no_results",0,"sec_results/4M_GENERAL_MERCHANDISE.txt"
"JQD_CONSTRUCTION_&_GENERAL_SERVICES","no_results",0,"sec_results/JQD_CONSTRUCTION_&_GENERAL_SERVICES.txt"
"SUNWEST","no_results",0,"sec_results/SUNWEST.txt"
"CONST_SUPPLY_COMPANY_INC","no_results",0,"sec_results/CONST_SUPPLY_COMPANY_INC.txt"
"M.T._MALIUANAG_CONSTRUCTION_SERVICES","no_results",0,"sec_results/M.T._MALIUANAG_CONSTRUCTION_SERVICES.txt"
"WTG_CONSTRUCTION__DEVELOPMENT_CORPORATION","no_results",0,"sec_results/WTG_CONSTRUCTION__DEVELOPMENT_CORPORATION.txt"
"NESGIN_BUILDERS_&_SUPPLIES","no_results",0,"sec_results/NESGIN_BUILDERS_&_SUPPLIES.txt"
"PYUKEI_CONSTRUCTION_INC","success",1,"sec_results/PYUKEI_CONSTRUCTION_INC.txt"
"TWO_DEGREES_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/TWO_DEGREES_CONSTRUCTION_AND_SUPPLY.txt"
"ALZEN_ENGINEERING_CONSTRUCTION_SUPPLIES","no_results",0,"sec_results/ALZEN_ENGINEERING_CONSTRUCTION_SUPPLIES.txt"
"T.E._TRINIDAD_CONSTRUCTION","no_results",0,"sec_results/T.E._TRINIDAD_CONSTRUCTION.txt"
"E.L._GOMEZ_CONSTRUCTION","success",2,"sec_results/E.L._GOMEZ_CONSTRUCTION.txt"
"HONEYVILLECONST_AND_DEVELOPMENT_CORPORATION","no_results",0,"sec_results/HONEYVILLECONST_AND_DEVELOPMENT_CORPORATION.txt"
"ISHIZAKI_CONSTRUCTION_&_DEVELOPMENT_CORPORATION","success",1,"sec_results/ISHIZAKI_CONSTRUCTION_&_DEVELOPMENT_CORPORATION.txt"
"DQT_BUILDERS_AND_SUPPLY","no_results",0,"sec_results/DQT_BUILDERS_AND_SUPPLY.txt"
"ARKY_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/ARKY_CONSTRUCTION_AND_SUPPLY.txt"
"CS_CONST._AND_SUPPLY_INC._(FORMERLY:_CS_CONSTRUCTION_AND_SUPPLY)","no_results",0,"sec_results/CS_CONST._AND_SUPPLY_INC._(FORMERLY:_CS_CONSTRUCTION_AND_SUPPLY).txt"
"CABUGUIASAN_BUILDERS","success",4,"sec_results/CABUGUIASAN_BUILDERS.txt"
"ENYE_CONSTRUCTION_&_DEVELOPMENT_INC","no_results",0,"sec_results/ENYE_CONSTRUCTION_&_DEVELOPMENT_INC.txt"
"ALEXANDER_BUILDERS","no_results",0,"sec_results/ALEXANDER_BUILDERS.txt"
"MM_SERRANO_CONSTRUCTION_COMPANY","success",2,"sec_results/MM_SERRANO_CONSTRUCTION_COMPANY.txt"
"MURIELEVEN_BUILDERS_AND_CONSTRUCTION_SUPPLY_CORP","no_results",0,"sec_results/MURIELEVEN_BUILDERS_AND_CONSTRUCTION_SUPPLY_CORP.txt"
"RMH_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/RMH_CONSTRUCTION_AND_SUPPLY.txt"
"OLIN_DEVELOPMENT_ENGINEERING_&_CONSTRUCTION","no_results",0,"sec_results/OLIN_DEVELOPMENT_ENGINEERING_&_CONSTRUCTION.txt"
"DRAGON_TWELVE_BUILDERS_&_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/DRAGON_TWELVE_BUILDERS_&_CONSTRUCTION_SUPPLY.txt"
"G-CUBE_CONSTRUCTION","no_results",0,"sec_results/G-CUBE_CONSTRUCTION.txt"
"APRIL_ROSE_ENT._&_BUILDERS","no_results",0,"sec_results/APRIL_ROSE_ENT._&_BUILDERS.txt"
"J_A_OLIVAR_ENGINEERING_DESIGN_CONSTRUCTION","success",10,"sec_results/J_A_OLIVAR_ENGINEERING_DESIGN_CONSTRUCTION.txt"
"RD_MANDANAS_CONSTRUCTION","no_results",0,"sec_results/RD_MANDANAS_CONSTRUCTION.txt"
"BNR_CONSTRUCTION_DEVELOPMENT_CORP","no_results",0,"sec_results/BNR_CONSTRUCTION_DEVELOPMENT_CORP.txt"
"BALINTUGAN_CONSTRUCTION","no_results",0,"sec_results/BALINTUGAN_CONSTRUCTION.txt"
"GEETY_REALTY_&_DEVELOPMENT_CORP","no_results",0,"sec_results/GEETY_REALTY_&_DEVELOPMENT_CORP.txt"
"CHEEREL_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/CHEEREL_CONSTRUCTION_SUPPLY.txt"
"ALMOND_ENGINEERING_&_CONSTRUCTION","no_results",0,"sec_results/ALMOND_ENGINEERING_&_CONSTRUCTION.txt"
"L._B._LEONCIO_TRADING_AND_CONSTRUCTION_CORPORATION_(FORMERLY:_L.B._LEONCIO_TRADING_&_CONSTRUCTION)","no_results",0,"sec_results/L._B._LEONCIO_TRADING_AND_CONSTRUCTION_CORPORATION_(FORMERLY:_L.B._LEONCIO_TRADING_&_CONSTRUCTION).txt"
"HI-TONE_CONSTRUCTION_&_DEVELOPMENT_CORP.","no_results",0,"sec_results/HI-TONE_CONSTRUCTION_&_DEVELOPMENT_CORP..txt"
"MORTAR_MASTERS__CONCRETE_BUILDERS","no_results",0,"sec_results/MORTAR_MASTERS__CONCRETE_BUILDERS.txt"
"LIBRA_SEVEN_CONSTRUCTION","success",1,"sec_results/LIBRA_SEVEN_CONSTRUCTION.txt"
"C_BROS_CONSTRUCTION","success",10,"sec_results/C_BROS_CONSTRUCTION.txt"
"XY_BUILDERS","no_results",0,"sec_results/XY_BUILDERS.txt"
"GLOBAL_TECH_DESIGN_BUILDERS_INCORPORATED","no_results",0,"sec_results/GLOBAL_TECH_DESIGN_BUILDERS_INCORPORATED.txt"
"TBB_CONSTRUCTION_CORP.","success",1,"sec_results/TBB_CONSTRUCTION_CORP..txt"
"CARTESIAN_BUILDERS_CORPORATION","no_results",0,"sec_results/CARTESIAN_BUILDERS_CORPORATION.txt"
"BUILDERS_EXPONENT_EMPIRE_CORP._(FORMERLY:_BUILDERS_EXPONENT_ENTERPRISE)","no_results",0,"sec_results/BUILDERS_EXPONENT_EMPIRE_CORP._(FORMERLY:_BUILDERS_EXPONENT_ENTERPRISE).txt"
"NGS_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/NGS_CONSTRUCTION_SUPPLY.txt"
"CARCEL_CONSTRUCTION_AND_DEVELOPMENT_CORPORATION","success",1,"sec_results/CARCEL_CONSTRUCTION_AND_DEVELOPMENT_CORPORATION.txt"
"V_TRILLANA_BUILDERS_TRADING","no_results",0,"sec_results/V_TRILLANA_BUILDERS_TRADING.txt"
"USB_BUILDERS","no_results",0,"sec_results/USB_BUILDERS.txt"
"RIMJ_CONSTRUCTION_SUPPLIES_AND_SERVICES_(FOR:_ROMINA_CONSTRUCTION)","no_results",0,"sec_results/RIMJ_CONSTRUCTION_SUPPLIES_AND_SERVICES_(FOR:_ROMINA_CONSTRUCTION).txt"
"JAICA_CONST_CORP","success",1,"sec_results/JAICA_CONST_CORP.txt"
"ZEDIK_BUILDERS","success",1,"sec_results/ZEDIK_BUILDERS.txt"
"LUCKY_EIGHTY-THREE_CONSTRUCTION_AND_SUPPLY_FOR_VRP","no_results",0,"sec_results/LUCKY_EIGHTY-THREE_CONSTRUCTION_AND_SUPPLY_FOR_VRP.txt"
"647_CONSTRUCTION_AND_DEVELOPMENT_CORPORATION","success",1,"sec_results/647_CONSTRUCTION_AND_DEVELOPMENT_CORPORATION.txt"
"TUBIGAN_BUILDERS","no_results",0,"sec_results/TUBIGAN_BUILDERS.txt"
"JM2K_CONSTRUCTION","no_results",0,"sec_results/JM2K_CONSTRUCTION.txt"
"ARVEA'S_CONSTRUCTION","no_results",0,"sec_results/ARVEA'S_CONSTRUCTION.txt"
"HALREY_CONSTRUCTION_INC.","no_results",0,"sec_results/HALREY_CONSTRUCTION_INC..txt"
"HI_TONE_CONSTRUCTION_DEVELOPMENT_CORPORATION","no_results",0,"sec_results/HI_TONE_CONSTRUCTION_DEVELOPMENT_CORPORATION.txt"
"J.M._DAPING_CONSTRUCTION_SERVICES","no_results",0,"sec_results/J.M._DAPING_CONSTRUCTION_SERVICES.txt"
"RAB_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/RAB_CONSTRUCTION_AND_SUPPLY.txt"
"22_PRIME_CONSTRUCTION_AND_REALTY_DEVELOPMENT_INC","success",1,"sec_results/22_PRIME_CONSTRUCTION_AND_REALTY_DEVELOPMENT_INC.txt"
"REDSON_CONSTRUCTION_AND_SUPPLIES_INC","success",1,"sec_results/REDSON_CONSTRUCTION_AND_SUPPLIES_INC.txt"
"R._GABRIEL_CONSTRUCTION","success",1,"sec_results/R._GABRIEL_CONSTRUCTION.txt"
"E_S_L_BUILDERS_PARTS_SUPPLY","no_results",0,"sec_results/E_S_L_BUILDERS_PARTS_SUPPLY.txt"
"ERIC_VAN_P._SESBREÃ‘O_CONSTRUCTION","no_results",0,"sec_results/ERIC_VAN_P._SESBREÃ‘O_CONSTRUCTION.txt"
"EJ'S_ENGINEERING_SERVICES_AND_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/EJ'S_ENGINEERING_SERVICES_AND_CONSTRUCTION_SUPPLY.txt"
"GASAT_BUILDERS_AND_SUPPLIES_INC.","success",1,"sec_results/GASAT_BUILDERS_AND_SUPPLIES_INC..txt"
"F._CASALME_CONSTRUCTION_&_SUPPLY","no_results",0,"sec_results/F._CASALME_CONSTRUCTION_&_SUPPLY.txt"
"RCD_GEN_CONTRACTOR_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/RCD_GEN_CONTRACTOR_CONSTRUCTION_SUPPLY.txt"
"CHERRY'S_MARKETING","no_results",0,"sec_results/CHERRY'S_MARKETING.txt"
"BERSON_S_CONSTRUCTION_TRADING","no_results",0,"sec_results/BERSON_S_CONSTRUCTION_TRADING.txt"
"CNL_CONSTRUCTION","no_results",0,"sec_results/CNL_CONSTRUCTION.txt"
"JG_ACES_HARDWARE_&_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/JG_ACES_HARDWARE_&_CONSTRUCTION_SUPPLY.txt"
"RITCHE_NATHALIE_BUILDERS_AND_GENERAL_MERCHANDISE","no_results",0,"sec_results/RITCHE_NATHALIE_BUILDERS_AND_GENERAL_MERCHANDISE.txt"
"J.M._LACORTE_CONSTRUCTION","no_results",0,"sec_results/J.M._LACORTE_CONSTRUCTION.txt"
"T_REYES_CONSTRUCTION","success",10,"sec_results/T_REYES_CONSTRUCTION.txt"
"RV_DE_LEOS__CONSTRUCTION","no_results",0,"sec_results/RV_DE_LEOS__CONSTRUCTION.txt"
"PEARLCAST_CONSTRUCTION_&_TRADING","no_results",0,"sec_results/PEARLCAST_CONSTRUCTION_&_TRADING.txt"
"BUTUAN_AVP_MARKETING_CORPORATION","no_results",0,"sec_results/BUTUAN_AVP_MARKETING_CORPORATION.txt"
"KGB_ENGINEERING_AND_CONSTRUCTION","no_results",0,"sec_results/KGB_ENGINEERING_AND_CONSTRUCTION.txt"
"EJJ_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/EJJ_CONSTRUCTION_AND_SUPPLY.txt"
"AYESHIA_GENERAL_TRADING_CONSTRUCTION_AND_MAINTENANCE","no_results",0,"sec_results/AYESHIA_GENERAL_TRADING_CONSTRUCTION_AND_MAINTENANCE.txt"
"AL-JON_CONSTRUCTION_DEVELOPMENT,_INC._(FORMERLY:_ALJON_CONSTRUCTION_&_SUPPLY)","no_results",0,"sec_results/AL-JON_CONSTRUCTION_DEVELOPMENT,_INC._(FORMERLY:_ALJON_CONSTRUCTION_&_SUPPLY).txt"
"M.C._GERONIMO_CONSTRUCTION_AND_TRADING","no_results",0,"sec_results/M.C._GERONIMO_CONSTRUCTION_AND_TRADING.txt"
"AMADO_LIM_ENTERPRISES,_INC","no_results",0,"sec_results/AMADO_LIM_ENTERPRISES,_INC.txt"
"WEARR_ENTERPRISES_&_DEVELOPMENT_CORP","no_results",0,"sec_results/WEARR_ENTERPRISES_&_DEVELOPMENT_CORP.txt"
"TEE_ENTERPRISES","no_results",0,"sec_results/TEE_ENTERPRISES.txt"
"CHEDMARYL_CONST_&AMP;_SUPPLIES","no_results",0,"sec_results/CHEDMARYL_CONST_&AMP;_SUPPLIES.txt"
"CAGALAWAN_ENTERPRISES","success",1,"sec_results/CAGALAWAN_ENTERPRISES.txt"
"ALFAHAD_BUILDERS","no_results",0,"sec_results/ALFAHAD_BUILDERS.txt"
"HAPPY_ALL3_BUILDERS_CORPORATION","no_results",0,"sec_results/HAPPY_ALL3_BUILDERS_CORPORATION.txt"
"KP_GONZALES_CONSTRUCTION_SUPPLY_AND_TRADING","no_results",0,"sec_results/KP_GONZALES_CONSTRUCTION_SUPPLY_AND_TRADING.txt"
"CHS_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/CHS_CONSTRUCTION_AND_SUPPLY.txt"
"RUBIKS_CONSTRUCTION_CORPORATION","success",1,"sec_results/RUBIKS_CONSTRUCTION_CORPORATION.txt"
"JUNMICMARC_CONSTRUCTION","no_results",0,"sec_results/JUNMICMARC_CONSTRUCTION.txt"
"ESR_CONSTRUCTION_SUPPLIES","no_results",0,"sec_results/ESR_CONSTRUCTION_SUPPLIES.txt"
"AB_CASIANO_GRAVEL_AMP;_SAND_CONSTRUCTION_SUPPLY","no_results",0,"sec_results/AB_CASIANO_GRAVEL_AMP;_SAND_CONSTRUCTION_SUPPLY.txt"
"DMGR_BUILDERS","no_results",0,"sec_results/DMGR_BUILDERS.txt"
"MAMSAR_CONSTRUCTION_AND_INDUSTRIAL_CORPORATION","success",1,"sec_results/MAMSAR_CONSTRUCTION_AND_INDUSTRIAL_CORPORATION.txt"
"M_T_MALIUANAG_CONSTRUCTION_SERVICES","no_results",0,"sec_results/M_T_MALIUANAG_CONSTRUCTION_SERVICES.txt"
"CAANA_CONSTRUCTION_CORPORATION","success",4,"sec_results/CAANA_CONSTRUCTION_CORPORATION.txt"
"ROCKWORLD_INDUSTRIES","no_results",0,"sec_results/ROCKWORLD_INDUSTRIES.txt"
"JDR_CONSTRUCTION","success",1,"sec_results/JDR_CONSTRUCTION.txt"
"TRAME_ENTERPRISES","no_results",0,"sec_results/TRAME_ENTERPRISES.txt"
"EMSYM_CONSTRUCTION_CORP.","success",1,"sec_results/EMSYM_CONSTRUCTION_CORP..txt"
"JJRC_CONSTRUCTION_AND_SUPPLY","no_results",0,"sec_results/JJRC_CONSTRUCTION_AND_SUPPLY.txt"
"DRAGON_TWELVE_BUILDERS","no_results",0,"sec_results/DRAGON_TWELVE_BUILDERS.txt"
"IKM_BUILDERS_CONSTRUCTION_SUPPLY_T_SOLOMON_CONSTRUCTION_AND_DEVELOPMENT_CORPORATIO","no_results",0,"sec_results/IKM_BUILDERS_CONSTRUCTION_SUPPLY_T_SOLOMON_CONSTRUCTION_AND_DEVELOPMENT_CORPORATIO.txt"
"MAGDA_CONSTRUCTION_AND_SUPPLY_INC.","no_results",0,"sec_results/MAGDA_CONSTRUCTION_AND_SUPPLY_INC..txt"
"WOODLAND_CONSTRUCTION_AND_SUPPLY_INC","no_results",0,"sec_results/WOODLAND_CONSTRUCTION_AND_SUPPLY_INC.txt"
"PONG'S_ENTERPRISES","no_results",0,"sec_results/PONG'S_ENTERPRISES.txt"
"JANN-NORRIS_CONSTRUCTION_&_SUPPLIES","no_results",0,"sec_results/JANN-NORRIS_CONSTRUCTION_&_SUPPLIES.txt"
"A_R_LUSTRE_JR_CONSTRUCTION","success",1,"sec_results/A_R_LUSTRE_JR_CONSTRUCTION.txt"
"RUDHIL_CONSTRUCTION__ENTERPRISES_INC","no_results",0,"sec_results/RUDHIL_CONSTRUCTION__ENTERPRISES_INC.txt"
"L&L_CONSTRUCTION","success",10,"sec_results/L&L_CONSTRUCTION.txt"
"ROCKWELL_BUILDERS","success",1,"sec_results/ROCKWELL_BUILDERS.txt"
